state,county,total_county_pop,white_county_pop,black_county_pop,native_county_pop,other_county_pop,hispanic_county_pop,asian_county_pop
tennessee,shelby county,881825,354076,489400,1247,26925,54305,23030
tennessee,smith county,18626,17864,383,106,436,466,55
tennessee,stewart county,13014,12308,257,161,295,297,139
tennessee,sullivan county,154312,147436,2780,482,5327,2538,914
tennessee,sumner county,159795,143906,11357,604,3648,6841,2081
tennessee,tipton county,59986,46939,11041,344,1747,1447,781
tennessee,trousdale county,7853,6732,891,0,68,6,196
tennessee,unicoi county,17427,17102,143,28,164,748,60
tennessee,union county,18868,18514,58,0,570,271,10
tennessee,van buren county,5539,5366,18,0,236,39,37
tennessee,warren county,36592,34598,624,46,2198,3275,216
tennessee,washington county,120946,112052,4730,381,4196,3852,1680
tennessee,wayne county,16675,15426,1041,33,270,292,40
tennessee,weakley county,33953,30298,3214,51,648,746,63
tennessee,white county,25589,24582,469,0,1039,497,10
tennessee,williamson county,184993,166897,8126,257,6482,8928,6349
tennessee,wilson county,115404,103749,7907,349,3290,4180,1684
texas,anderson county,48502,35169,12246,185,1106,9582,349
texas,andrews county,7767,7181,292,46,286,8359,105
texas,angelina county,69469,54527,13227,188,1397,17964,815
texas,aransas county,17756,16422,307,16,1329,6133,332
texas,archer county,8149,7901,51,99,86,704,55
texas,armstrong county,1718,1645,36,18,36,229,1
texas,atascosa county,17397,16434,330,71,780,28946,162
texas,austin county,21580,18481,2578,15,972,7144,0
texas,bailey county,2876,2720,119,4,0,4208,33
texas,bandera county,17084,16535,93,123,484,3558,91
texas,bastrop county,50060,42220,5801,345,1815,25648,637
texas,baylor county,3224,3061,60,0,206,424,0
texas,bee county,13950,10863,2793,90,178,18512,112
texas,bell county,248465,158774,65423,1444,23652,73126,10821
texas,bexar county,733520,530115,124066,3725,57651,1055568,45536
texas,blanco county,8624,8331,71,36,242,2001,64
texas,borden county,612,596,0,13,6,64,0
texas,bosque county,15064,14412,267,62,530,2988,58
texas,bowie county,86611,61007,22379,665,3312,6457,896
texas,brazoria county,232485,167352,40873,830,8303,92992,19175
texas,brazos county,152883,116839,21330,366,6309,48651,11111
texas,brewster county,5274,4933,168,80,186,3996,0
texas,briscoe county,1121,1016,58,1,92,480,0
texas,brooks county,646,574,10,0,4,6554,60
texas,brown county,30182,28006,1440,218,735,7721,149
texas,burleson county,13899,11503,2036,0,594,3337,63
texas,burnet county,34671,32927,1031,264,782,9240,58
texas,caldwell county,20024,16734,2697,52,895,18846,88
texas,calhoun county,11350,9612,535,18,1157,10219,601
texas,callahan county,12355,11851,165,7,525,1164,62
texas,cameron county,48211,42678,1582,252,1857,366892,2716
texas,camp county,9652,7155,2185,14,436,2811,42
texas,carson county,5541,5327,60,55,124,567,37
texas,cass county,29160,23309,5110,70,984,1190,174
texas,castro county,3089,2845,42,3,343,4937,25
texas,chambers county,29136,25220,2897,56,1004,7414,461
texas,cherokee county,40043,31613,7326,68,1558,10928,252
texas,childress county,5471,4509,694,79,140,1595,119
texas,clay county,10024,9650,43,135,322,523,35
texas,cochran county,1359,1199,119,8,56,1672,4
texas,coke county,2605,2553,24,17,16,655,3
texas,coleman county,7190,6808,199,45,118,1466,79
texas,collin county,711924,514641,72415,2881,41701,125023,100007
texas,collingsworth county,2071,1868,104,48,90,982,6
texas,colorado county,15103,12202,2769,21,82,5668,70
texas,comal county,85919,81167,2156,90,3264,29889,866
texas,comanche county,10102,9849,55,32,314,3653,9
texas,concho county,1851,1792,34,0,20,2240,15
texas,cooke county,32239,29951,984,282,1399,6319,318
texas,coryell county,63271,46198,11431,251,6701,13005,1986
texas,cottle county,1235,1038,184,0,22,361,2
texas,crane county,1915,1716,160,28,22,2687,0
texas,crockett county,1418,1387,6,0,50,2453,0
texas,crosby county,2803,2509,242,0,72,3222,16
texas,culberson county,478,427,16,13,38,1847,3
texas,dallam county,4057,3729,94,64,180,2900,59
texas,dallas county,1498784,783974,533634,4768,83962,950159,132752
texas,dawson county,6209,5204,841,29,182,7384,44
texas,deaf smith county,5979,5560,180,58,256,13352,53
texas,delta county,4894,4279,422,36,239,345,35
texas,denton county,576360,445154,59140,2039,38169,132267,50011
texas,dewitt county,13609,11555,1889,17,254,6788,21
texas,dickens county,1751,1598,123,5,44,588,3
texas,dimmit county,1485,1436,49,0,0,9052,0
texas,donley county,3280,3025,205,22,20,356,18
texas,duval county,1343,1190,83,24,6,10301,43
texas,eastland county,15610,14884,386,26,585,2793,18
texas,ector county,64763,55549,5889,348,3399,80169,1211
texas,edwards county,1040,1025,15,0,0,997,0
texas,ellis county,116860,99545,13326,488,5092,37587,936
texas,el paso county,152916,110287,24393,2177,12731,670946,9345
texas,erath county,31567,30056,548,250,782,7724,284
texas,falls county,13713,9131,4364,4,383,3811,20
texas,fannin county,30375,27034,2351,129,1345,3400,179
texas,fayette county,19957,18047,1753,2,218,4768,46
texas,fisher county,2809,2641,115,14,30,1073,19
texas,floyd county,2825,2567,163,3,182,3438,1
texas,foard county,990,969,12,0,0,169,9
texas,fort bend county,481330,224691,131378,905,21980,151616,112801
texas,franklin county,9211,8499,473,73,266,1389,33
texas,freestone county,16862,13375,3174,99,366,2799,31
texas,frio county,3925,3075,640,0,231,13922,54
texas,gaines county,11414,10830,281,90,95,7082,140
texas,galveston county,232226,176852,39798,621,9890,70050,9767
texas,garza county,2874,2516,327,23,7,3463,3
texas,gillespie county,19898,19434,58,1,562,5281,109
texas,glasscock county,844,844,0,0,0,346,0
texas,goliad county,4760,4323,344,0,126,2597,28
texas,gonzales county,10309,8760,1396,0,220,9745,43
texas,gray county,16959,15248,945,154,999,5812,99
texas,grayson county,107415,94674,7000,1400,6032,14560,1255
texas,gregg county,101506,73377,24611,537,2122,21230,1873
texas,grimes county,20874,16061,4064,48,1381,5938,4
texas,guadalupe county,88919,74453,8909,356,5808,50790,2224
texas,hale county,15305,12903,1512,84,1234,20620,172
texas,hall county,2158,1895,232,0,60,1112,1
texas,hamilton county,7428,7299,65,6,78,902,19
texas,hansford county,3068,2974,6,24,40,2472,44
texas,hardeman county,3186,2762,370,8,38,864,27
texas,hardin county,52462,48245,3242,156,923,2753,355
texas,harris county,2503125,1369752,789802,8161,112809,1766483,274666
texas,harrison county,59086,42874,14837,147,1762,7885,336
texas,hartley county,4573,4044,485,3,66,1518,8
texas,haskell county,4424,4071,201,4,185,1451,54
texas,hays county,108547,97384,5682,474,5635,61863,2041
texas,hemphill county,2662,2573,5,31,88,1370,9
texas,henderson county,69801,62980,5048,454,1719,9035,434
texas,hidalgo county,73268,60001,3281,736,2652,733179,7903
texas,hill county,28337,25383,2415,132,546,6690,134
texas,hockley county,12669,11427,761,85,551,10536,90
texas,hood county,46602,45051,395,373,1045,5745,252
texas,hopkins county,29895,26544,2449,180,914,5583,256
texas,houston county,20737,14365,5996,4,638,2414,42
texas,howard county,21706,18660,1830,170,1244,13996,419
texas,hudspeth county,710,671,23,0,0,2634,16
texas,hunt county,74818,64590,7378,451,2655,12438,1048
texas,hutchinson county,17265,15940,535,252,790,4682,135
texas,irion county,1189,1136,0,0,106,437,0
texas,jack county,7602,7113,354,38,168,1365,13
texas,jackson county,9993,8784,993,0,407,4343,9
texas,jasper county,33603,26855,5912,158,879,2223,186
texas,jeff davis county,1430,1363,3,28,6,852,33
texas,jefferson county,206802,109536,84180,648,6335,45664,9111
texas,jim hogg county,374,228,109,0,74,4892,0
texas,jim wells county,8571,7958,274,22,338,32777,148
texas,johnson county,124501,115758,3652,719,5292,29353,1705
texas,jones county,14844,11589,2812,79,608,5248,54
texas,karnes county,7295,5876,1262,61,40,7589,75
texas,kaufman county,87575,73654,9918,524,4685,19544,1108
texas,kendall county,28341,27315,216,21,1070,7717,238
texas,kenedy county,143,142,0,0,0,385,1
texas,kent county,733,731,1,1,0,125,0
texas,kerr county,37489,35484,840,131,1175,12425,441
texas,kimble county,3450,3417,1,16,32,1072,0
texas,king county,226,226,0,0,0,64,0
texas,kinney county,1383,1336,35,12,0,2215,0
texas,kleberg county,9316,7181,1282,10,309,22826,683
texas,knox county,2565,2299,252,3,16,1211,3
texas,lamar county,46253,37495,6262,193,3664,3451,471
texas,lamb county,6511,5775,585,48,166,7364,20
texas,lampasas county,16353,14840,805,76,1006,3667,115
texas,la salle county,1107,1004,82,0,42,5968,0
texas,lavaca county,16128,14606,1364,1,188,3310,63
texas,lee county,12828,10724,1920,26,192,3789,62
texas,leon county,14465,12931,1284,73,300,2319,21
texas,liberty county,61840,52030,8238,151,1746,14867,529
texas,limestone county,18811,14284,4154,30,398,4720,144
texas,lipscomb county,2498,2361,6,46,105,920,26
texas,live oak county,7472,6770,451,44,148,4266,133
texas,llano county,17544,16996,444,23,161,1728,0
texas,loving county,59,37,0,11,22,30,0
texas,lubbock county,192117,161115,19718,755,9127,94630,5851
texas,lynn county,3085,2894,68,108,16,2721,7
texas,mcculloch county,5718,5441,108,0,338,2527,0
texas,mclennan county,181167,139307,34193,685,7016,58550,3378
texas,mcmullen county,279,279,0,0,0,367,0
texas,madison county,10882,7887,2594,16,708,2889,31
texas,marion county,9957,7359,2339,46,112,378,157
texas,martin county,2756,2593,118,25,16,2340,12
texas,mason county,3080,2942,0,10,0,981,128
texas,matagorda county,22179,17058,3634,75,1150,14432,837
texas,maverick county,2624,1722,42,642,272,53197,82
texas,medina county,23291,21357,980,140,1167,23674,223
texas,menard county,1376,1283,23,6,128,817,0
texas,midland county,87682,74487,8816,534,3182,58705,2210
texas,milam county,18428,15686,2026,42,1125,5960,109
texas,mills county,4108,4081,15,0,20,773,2
texas,mitchell county,5707,4531,912,63,309,3529,38
texas,montague county,17587,17077,41,37,796,1981,34
texas,montgomery county,381402,339838,20534,695,16243,105626,11913
texas,moore county,10519,7993,486,82,434,11653,1713
texas,morris county,11718,8456,2945,52,522,1087,4
texas,motley county,971,951,12,7,0,201,1
texas,nacogdoches county,53455,39734,11794,230,1350,11867,1006
texas,navarro county,36180,28319,6698,143,1215,11893,397
texas,newton county,13860,10612,3064,24,102,463,109
texas,nolan county,9828,8895,618,17,560,5254,18
texas,nueces county,133557,110565,12740,725,6559,214573,6034
texas,ochiltree county,5250,5014,18,56,244,5296,40
texas,oldham county,1817,1537,136,20,169,251,38
texas,orange county,77401,67965,6837,330,2598,5336,930
texas,palo pinto county,22730,21512,666,138,600,5298,114
texas,panola county,21805,17535,4074,0,216,2075,88
texas,parker county,106612,101564,2025,798,2865,13172,787
texas,parmer county,3947,3762,163,19,0,6177,3
texas,pecos county,5085,4103,820,32,205,10592,8
texas,polk county,39393,32698,5047,624,1574,6364,216
texas,potter county,77651,57991,11108,618,4601,44402,5573
texas,presidio county,1407,1171,19,42,0,6072,175
texas,rains county,10103,9497,255,52,464,885,52
texas,randall county,102300,94872,3097,515,4005,22562,1741
texas,reagan county,1146,1022,112,0,24,2374,0
texas,real county,2742,2729,4,0,18,623,0
texas,red river county,11763,9278,2222,93,314,879,13
texas,reeves county,3576,2677,640,129,89,10402,72
texas,refugio county,3748,3191,403,7,234,3547,25
texas,roberts county,914,906,0,1,8,10,3
texas,robertson county,13411,9686,3504,19,256,3135,74
texas,rockwall county,69525,60984,4343,181,3853,13714,2064
texas,runnels county,6979,6811,57,17,94,3462,47
texas,rusk county,45860,35243,9614,234,930,8299,304
texas,sabine county,10164,9164,945,0,66,387,18
texas,san augustine county,8198,6054,1994,32,232,579,2
texas,san jacinto county,23708,20320,3079,48,172,3123,175
texas,san patricio county,29318,26889,1144,22,1236,36191,615
texas,san saba county,4212,3984,147,0,134,1689,14
texas,schleicher county,1685,1669,4,0,6,1596,9
texas,scurry county,10613,9530,700,82,482,6495,35
texas,shackelford county,3005,2916,46,0,86,354,0
texas,shelby county,21274,16437,4437,14,296,4424,238
texas,sherman county,1769,1689,4,14,114,1291,5
texas,smith county,176034,131865,38078,683,4684,38701,3025
texas,somervell county,6932,6637,144,26,184,1643,33
texas,starr county,2678,2103,17,43,518,59362,256
texas,stephens county,7401,7045,238,50,72,2084,32
texas,sterling county,869,866,3,0,0,491,0
texas,stonewall county,1137,1062,65,0,20,272,0
texas,sutton county,1680,1649,8,0,28,2315,9
texas,swisher county,4567,3887,458,10,354,3222,35
texas,tarrant county,1367729,950040,280662,5390,74859,513740,92771
texas,taylor county,103010,88124,9705,520,4484,30550,2314
texas,terrell county,319,294,13,0,0,490,12
texas,terry county,6160,5463,596,20,154,6521,4
texas,throckmorton county,1424,1384,4,0,58,160,7
texas,titus county,19330,15609,3135,100,505,13210,225
texas,tom green county,71705,64093,4533,283,2878,41811,1340
texas,travis county,724800,546993,87332,2097,44809,368010,65261
texas,trinity county,13202,11531,1457,73,162,1250,60
texas,tyler county,19976,17157,2341,115,560,1576,51
texas,upshur county,36987,32428,3415,202,1452,2864,216
texas,upton county,1768,1652,95,0,36,1571,0
texas,uvalde county,8064,7577,67,78,82,18699,301
texas,val verde county,9689,8423,505,13,868,39310,314
texas,van zandt county,47490,44640,1320,299,1622,5115,394
texas,victoria county,49270,41784,5142,39,2431,39685,1058
texas,walker county,56914,39731,15566,186,1406,11968,703
texas,waller county,31662,19626,10521,66,2307,13163,285
texas,ward county,5537,4847,524,88,111,5474,18
texas,washington county,29130,22319,5956,167,272,4909,552
texas,webb county,11875,9316,691,185,341,247596,1481
texas,wharton county,25319,19203,5836,3,410,15900,45
texas,wheeler county,4127,3878,72,7,212,1460,64
texas,wichita county,108718,89018,13443,685,5569,23084,2723
texas,wilbarger county,9630,8153,1048,29,574,3635,108
texas,willacy county,2777,2320,342,26,125,19279,19
texas,williamson county,349136,286351,27525,916,20304,108082,23831
texas,wilson county,27399,26027,651,77,1028,17210,130
texas,winkler county,3256,2998,182,6,66,4148,37
texas,wise county,49624,47513,640,492,1398,10789,260
texas,wood county,38556,35664,2036,232,784,3875,232
texas,yoakum county,3156,2953,55,0,132,4898,70
texas,young county,15226,14639,195,98,482,3148,53
texas,zapata county,926,925,1,0,0,13305,0
texas,zavala county,821,779,35,7,0,11192,0
utah,beaver county,5814,5589,15,43,216,700,59
utah,box elder county,46202,44433,143,437,1425,4411,475
utah,cache county,104125,97827,711,545,3671,11829,2954
utah,carbon county,18420,17645,123,98,750,2698,171
utah,daggett county,694,656,0,5,6,20,30
utah,davis county,289775,270481,3650,967,13590,27871,7740
utah,duchesne county,17987,16694,36,928,366,1391,146
utah,emery county,10176,9943,76,97,84,658,18
utah,garfield county,4835,4626,33,22,138,270,85
utah,grand county,8419,7804,18,469,92,929,82
utah,iron county,43006,40582,283,917,1445,3719,489
utah,juab county,9905,9640,20,78,228,444,53
utah,kane county,6922,6662,43,41,299,299,23
utah,millard county,10972,10630,47,98,250,1610,72
utah,morgan county,9693,9491,0,0,124,262,130
utah,piute county,1758,1732,4,0,39,163,2
utah,rich county,2210,2155,2,1,53,75,2
utah,salt lake county,877892,778880,16113,7011,42750,185778,53460
utah,san juan county,14223,6805,26,7092,328,721,124
utah,sanpete county,25452,24308,270,290,610,2677,272
utah,sevier county,19828,19225,112,202,366,984,101
utah,summit county,33508,32239,175,89,500,4369,755
utah,tooele county,52921,50294,498,655,1400,7052,730
utah,uintah county,31917,28479,94,2483,1160,2659,276
utah,utah county,481049,452033,2926,2398,23119,59376,11584
utah,wasatch county,22195,21547,44,61,596,3355,245
utah,washington county,130572,123721,659,1587,4591,14272,2269
utah,wayne county,2611,2540,22,28,6,131,18
utah,weber county,195576,183240,2576,1492,9861,40731,3241
vermont,addison county,36154,34543,302,104,914,729,743
vermont,bennington county,36150,34952,206,29,1493,589,202
vermont,caledonia county,30711,29686,153,113,933,398,283
vermont,chittenden county,155478,143566,3329,334,6928,3208,4710
vermont,essex county,6159,5986,42,27,169,72,18
vermont,franklin county,47595,45575,199,257,2653,631,158
vermont,grand isle county,6876,6555,7,63,451,103,23
vermont,lamoille county,24475,23637,125,111,949,368,104
vermont,orange county,28594,27762,114,153,835,333,138
vermont,orleans county,26823,26020,173,146,736,337,116
vermont,rutland county,60114,58525,346,167,1314,750,416
vermont,washington county,58269,56111,507,182,1967,1064,471
vermont,windham county,43158,41313,434,47,1706,892,484
vermont,windsor county,55576,53652,339,155,1896,752,453
virginia,accomack county,30256,20234,9475,105,808,2909,36
virginia,albemarle county,96185,78949,9430,205,5927,5698,4435
virginia,alleghany county,15918,14862,813,2,351,215,60
virginia,amelia county,12649,9203,3184,61,301,115,26
virginia,amherst county,31572,24405,5994,238,1363,665,252
virginia,appomattox county,14960,11609,3023,28,538,177,24
virginia,arlington county,186159,139255,18071,545,12678,34014,21469
virginia,augusta county,72040,67775,2991,182,1202,1667,456
virginia,bath county,4561,4178,275,0,216,83,0
virginia,bedford county,74220,66995,5242,94,1890,1387,910
virginia,bland county,6700,6382,302,0,28,27,2
virginia,botetourt county,32676,30959,1192,86,751,429,42
virginia,brunswick county,16645,6880,9547,53,316,316,7
virginia,buchanan county,23577,22681,549,4,218,106,215
virginia,buckingham county,16738,10435,5912,7,680,334,44
virginia,campbell county,53794,44311,7529,113,2600,1039,470
virginia,caroline county,27961,18528,8413,165,1257,1096,196
virginia,carroll county,29030,28524,247,0,443,851,34
virginia,charles city county,7042,2922,3460,466,335,112,24
virginia,charlotte county,12102,8269,3692,12,230,297,14
virginia,chesterfield county,299708,208242,72159,689,13855,24629,11297
virginia,clarke county,13728,12517,734,62,528,545,151
virginia,craig county,5206,5037,10,0,276,0,21
virginia,culpeper county,43655,34335,6561,121,3726,4255,736
virginia,cumberland county,9906,6255,3415,72,328,10,0
virginia,dickenson county,15498,15323,118,0,98,114,8
virginia,dinwiddie county,27239,17583,9131,30,810,754,90
virginia,essex county,10787,6193,4170,81,675,379,0
virginia,fairfax county,938150,594129,100595,1711,76149,178922,201929
virginia,fauquier county,62224,54321,5016,111,3862,4502,780
virginia,floyd county,15039,14519,312,19,110,413,134
virginia,fluvanna county,25132,20451,3629,24,1663,813,166
virginia,franklin county,54878,49079,4698,57,1582,1482,152
virginia,frederick county,74783,68765,3588,100,2294,5594,1159
virginia,giles county,16788,16260,211,75,262,237,110
virginia,gloucester county,35889,31533,3181,96,1788,1049,170
virginia,goochland county,21150,16689,4241,42,243,477,55
virginia,grayson county,14821,14314,293,0,260,434,84
virginia,greene county,17903,15996,1241,0,804,863,264
virginia,greensville county,11669,4478,7038,26,160,242,47
virginia,halifax county,35067,21456,13138,44,424,637,210
virginia,hanover county,98291,85345,9279,219,3801,2398,1418
virginia,henrico county,298575,176113,91846,868,14750,16303,22154
virginia,henry county,50298,37562,11584,17,1609,2662,287
virginia,highland county,2258,2254,0,0,8,0,0
virginia,isle of wight county,34706,25089,8304,18,1916,812,337
virginia,james city county,66270,53652,9343,203,1976,3562,2068
virginia,king and queen county,6849,4654,1987,75,240,224,13
virginia,king george county,23606,18252,4390,79,1130,971,301
virginia,king william county,15916,12208,3056,189,576,129,170
virginia,lancaster county,11067,7760,3161,0,194,157,49
virginia,lee county,24947,23642,837,182,462,433,55
virginia,loudoun county,294888,204542,24124,667,24346,44028,52808
virginia,louisa county,32919,25971,5636,90,1805,824,169
virginia,lunenburg county,12173,7595,4337,13,348,494,47
virginia,madison county,13067,11282,1265,0,874,141,81
virginia,mathews county,8768,7726,888,16,222,155,27
virginia,mecklenburg county,31105,18974,11327,34,1160,808,188
virginia,middlesex county,10615,8461,2096,13,79,202,0
virginia,montgomery county,93046,81446,3899,236,3042,2762,5798
virginia,nelson county,14397,12186,2032,28,164,495,65
virginia,new kent county,18737,15317,2490,118,1147,450,206
virginia,northampton county,11298,6638,4506,12,86,956,99
virginia,northumberland county,12267,8643,3616,0,0,53,8
virginia,nottoway county,15138,8709,6099,51,470,618,44
virginia,orange county,32921,27334,4335,65,1539,1318,393
virginia,page county,23492,22661,376,33,602,413,121
virginia,patrick county,17892,16542,1209,17,244,473,2
virginia,pittsylvania county,61498,46757,13468,19,2025,1457,237
virginia,powhatan county,27653,23386,3560,59,903,540,175
virginia,prince edward county,22596,14377,7750,19,360,544,270
virginia,prince george county,34302,20955,11479,236,1597,2490,794
virginia,prince william county,338026,201372,83229,965,37257,90746,33123
virginia,pulaski county,34158,31604,2067,11,799,472,52
virginia,rappahannock county,7203,6642,284,2,444,243,53
virginia,richmond county,8532,5590,2490,28,300,540,274
virginia,roanoke county,90907,81588,4957,73,3542,2287,2480
virginia,rockbridge county,22041,20881,633,46,624,326,169
virginia,rockingham county,72943,70118,1192,184,1812,4402,528
virginia,russell county,28318,27585,384,8,546,126,64
virginia,scott county,22507,22116,161,9,262,274,90
virginia,shenandoah county,39777,38080,866,40,1132,2768,225
virginia,smyth county,31309,30186,649,17,714,567,100
virginia,southampton county,18134,11023,6652,49,756,230,16
virginia,spotsylvania county,115964,89775,19561,289,5643,10236,3412
virginia,stafford county,121028,89376,22557,568,8971,13644,3931
virginia,surry county,6841,3554,3177,8,101,44,51
virginia,sussex county,11530,4601,6656,34,437,393,17
virginia,tazewell county,43977,41769,1217,47,1562,354,163
virginia,warren county,36705,33685,1441,72,2214,1437,400
virginia,washington county,54067,52525,766,25,914,766,264
virginia,westmoreland county,16470,11129,5117,13,326,1048,48
virginia,wise county,40378,37643,2093,43,765,494,204
virginia,wythe county,28950,27576,1088,22,134,309,189
virginia,york county,62441,48271,8609,107,3855,3367,3508
virginia,alexandria city,122310,77220,30971,314,8899,24112,9196
virginia,bristol city,17472,15680,1164,102,612,123,146
virginia,buena vista city,6631,5953,213,0,164,52,383
virginia,charlottesville city,42312,29550,8680,80,1850,2193,3070
virginia,chesapeake city,217079,135861,66788,481,12363,11089,7427
virginia,colonial heights city,16722,13697,2280,0,352,820,569
virginia,covington city,5780,4804,804,0,302,73,21
virginia,danville city,41389,19451,20573,35,1551,1315,529
virginia,emporia city,5623,1762,3715,12,146,59,61
virginia,fairfax city,19684,14144,1077,98,1729,3823,3489
virginia,falls church city,11835,9508,724,0,828,1239,1179
virginia,franklin city,8484,3260,4947,0,394,50,73
virginia,fredericksburg city,23755,16020,5906,72,2007,2877,748
virginia,galax city,5691,5275,315,15,142,1290,15
virginia,hampton city,130056,55450,67452,544,6568,6848,3160
virginia,harrisonburg city,42031,35461,3284,96,2533,8790,1848
virginia,hopewell city,20867,11589,8416,8,1078,1508,294
virginia,lexington city,6816,5849,448,0,406,298,316
virginia,lynchburg city,75114,48821,21705,128,4397,2512,2217
virginia,manassas city,27307,18418,5514,43,2494,13129,2054
virginia,manassas park city,9888,5996,1861,45,1592,5104,1187
virginia,martinsville city,13143,6528,6262,30,484,602,19
virginia,newport news city,166816,82511,71224,497,13998,14546,5370
virginia,norfolk city,227394,107885,101580,898,16236,17351,8541
virginia,norton city,3935,3623,280,5,54,80,0
virginia,petersburg city,31106,5044,24993,17,1417,1333,327
virginia,poquoson city,11846,11252,83,9,320,257,342
virginia,portsmouth city,92672,38175,50211,307,5427,3335,1130
virginia,radford city,16519,14278,1490,0,877,474,300
virginia,richmond city,197555,83696,102639,313,12188,13508,4707
virginia,roanoke city,92350,60036,27110,89,5646,5599,2198
virginia,salem city,24405,21683,1970,0,457,715,497
virginia,staunton city,23529,19796,2796,9,1384,603,236
virginia,suffolk city,82643,43103,35419,69,5633,2834,1166
virginia,virginia beach city,413465,283364,82811,905,34098,32158,28949
virginia,waynesboro city,19784,16646,2326,28,1206,1393,181
virginia,williamsburg city,13399,10028,2092,0,1002,1002,778
virginia,winchester city,22693,18445,2841,41,1377,4338,664
washington,adams county,7421,7005,18,13,410,11530,180
washington,asotin county,21213,20173,116,230,910,742,239
washington,benton county,146561,133551,2792,1313,7604,35492,5036
washington,chelan county,53913,51165,265,659,2261,19751,682
washington,clallam county,68067,60531,620,3402,4727,3957,1092
washington,clark county,402652,353906,8341,2665,32947,35620,20880
washington,columbia county,3780,3589,3,50,225,251,20
washington,cowlitz county,93787,86906,543,955,7478,8285,1607
washington,douglas county,27586,26123,89,334,1411,11597,320
washington,ferry county,7371,5684,23,1246,714,286,61
washington,franklin county,41208,36185,1366,324,3289,43300,1681
washington,garfield county,2124,2051,0,5,118,116,9
washington,grant county,55567,51583,680,921,2862,35891,929
washington,grays harbor county,65077,57778,850,2820,4759,6657,1235
washington,island county,73985,64399,1889,729,5999,4966,3876
washington,jefferson county,29016,26615,268,583,1963,962,552
washington,king county,1824679,1275468,120457,12194,189845,184318,319855
washington,kitsap county,236278,198211,6708,2919,27544,17336,14409
washington,kittitas county,38253,35460,379,358,2282,3452,902
washington,klickitat county,18274,17106,133,581,600,2394,154
washington,lewis county,68450,64205,496,444,5005,6932,782
washington,lincoln county,10127,9637,25,93,614,282,65
washington,mason county,55592,49939,582,1627,4611,5136,1107
washington,okanogan county,33618,27750,205,3990,2630,7623,348
washington,pacific county,18898,17280,76,288,1544,1767,481
washington,pend oreille county,12525,11578,17,456,872,440,38
washington,pierce county,733965,563215,53670,8076,99150,78724,58890
washington,san juan county,14942,14209,83,111,595,905,226
washington,skagit county,97820,89934,692,1672,6014,20544,2443
washington,skamania county,10576,9917,63,228,390,618,157
washington,snohomish county,666572,537410,17880,6981,65435,68779,71183
washington,spokane county,453611,410708,8694,6036,30979,23339,12513
washington,stevens county,42184,38076,214,1884,3464,1357,275
washington,thurston county,239180,200863,7075,3369,21158,20150,17113
washington,wahkiakum county,3904,3680,0,58,258,112,37
washington,walla walla county,47243,43478,916,429,2778,12233,1000
washington,whatcom county,187591,165513,1795,5086,13236,17264,8470
washington,whitman county,43644,37194,940,229,3190,2359,3653
washington,yakima county,131871,113854,1597,8889,10132,114531,2387
west virginia,barbour county,16610,16106,140,127,356,113,59
west virginia,berkeley county,103184,91590,7432,111,5987,4140,926
west virginia,boone county,24145,23802,209,0,252,112,8
west virginia,braxton county,14412,14138,88,12,304,80,22
west virginia,brooke county,23607,22896,386,47,308,180,124
west virginia,cabell county,95617,87630,4439,122,4626,1209,1104
west virginia,calhoun county,7560,7386,7,4,314,23,6
west virginia,clay county,9213,9141,0,13,114,13,0
west virginia,doddridge county,8198,7963,78,10,294,84,0
west virginia,fayette county,45260,42335,2289,45,1051,449,46
west virginia,gilmer county,8317,6919,981,52,696,389,17
west virginia,grant county,11741,11464,97,0,348,88,0
west virginia,greenbrier county,35178,33404,805,9,1638,461,141
west virginia,hampshire county,23402,22786,313,0,555,272,17
west virginia,hancock county,30038,28786,766,22,758,331,85
west virginia,hardy county,13469,12841,524,15,160,486,9
west virginia,harrison county,68099,65408,1153,247,1616,970,483
west virginia,jackson county,29221,28501,212,17,982,8,0
west virginia,jefferson county,51862,46082,3501,39,2711,2788,868
west virginia,kanawha county,189816,169146,7877,271,20972,1949,1933
west virginia,lewis county,16383,15918,141,0,552,29,48
west virginia,lincoln county,21570,21242,97,33,296,29,50
west virginia,logan county,35864,34675,793,107,318,305,130
west virginia,mcdowell county,21132,18911,2002,0,388,149,25
west virginia,marion county,56084,52916,2013,47,1636,614,290
west virginia,marshall county,32416,31749,280,100,290,300,140
west virginia,mason county,27064,26426,199,0,830,143,24
west virginia,mercer county,61598,56365,3520,210,2175,563,388
west virginia,mineral county,27685,26336,824,1,942,227,32
west virginia,mingo county,26126,25244,434,14,626,103,121
west virginia,monongalia county,98381,89535,3569,140,3647,1951,3261
west virginia,monroe county,13425,13094,79,43,418,99,0
west virginia,morgan county,17245,16778,140,4,512,205,67
west virginia,nicholas county,26073,25424,6,196,482,17,206
west virginia,ohio county,43528,40649,1753,38,1351,428,394
west virginia,pendleton county,7446,7151,214,0,150,79,6
west virginia,pleasants county,7528,7333,45,2,296,72,0
west virginia,pocahontas county,8674,8393,128,5,296,36,0
west virginia,preston county,33296,31759,1018,83,697,424,68
west virginia,putnam county,55804,53977,672,112,1357,552,326
west virginia,raleigh county,77737,68844,6496,198,2308,1090,877
west virginia,randolph county,29226,28387,410,46,526,220,120
west virginia,ritchie county,10159,10017,37,0,210,62,0
