state,county,poverty_pct,med_income
KS,finney county,18.8,48609
KS,ford county,15,51144
KS,franklin county,13.3,50745
KS,geary county,13.9,41193
KS,gove county,10.4,50886
KS,graham county,12,45341
KS,grant county,10.9,60279
KS,gray county,8.3,58543
KS,greeley county,10.8,52795
KS,greenwood county,16.9,39732
KS,hamilton county,12.8,47709
KS,harper county,12.9,50525
KS,harvey county,12.8,55074
KS,haskell county,10.7,59596
KS,hodgeman county,8.8,52394
KS,jackson county,10.3,53796
KS,jefferson county,9.4,56927
KS,jewell county,13.5,44101
KS,johnson county,6.6,76104
KS,kearny county,12.2,53484
KS,kingman county,11.2,53378
KS,kiowa county,12.8,46318
KS,labette county,18.3,40822
KS,lane county,10.9,53739
KS,leavenworth county,10.9,65549
KS,lincoln county,12.7,44896
KS,linn county,14.8,44520
KS,logan county,9.7,49852
KS,lyon county,18,43038
KS,mcpherson county,8.8,57878
KS,marion county,11.9,47723
KS,marshall county,11.1,47901
KS,meade county,11.7,53903
KS,miami county,9.5,63924
KS,mitchell county,11.2,48645
KS,montgomery county,18,42221
KS,morris county,12.5,44774
KS,morton county,11.1,55378
KS,nemaha county,9.9,54149
KS,neosho county,17.7,41527
KS,ness county,10,51923
KS,norton county,13.5,44846
KS,osage county,12.9,52749
KS,osborne county,12.9,38848
KS,ottawa county,10.4,52744
KS,pawnee county,13.9,47351
KS,phillips county,11.4,45856
KS,pottawatomie county,10,65373
KS,pratt county,10.3,54701
KS,rawlins county,11.8,44932
KS,reno county,15.8,46533
KS,republic county,12.7,42381
KS,rice county,14.7,49152
KS,riley county,20.2,46468
KS,rooks county,12,48383
KS,rush county,12.1,43083
KS,russell county,13.3,45443
KS,saline county,13,48460
KS,scott county,8.3,56032
KS,sedgwick county,14.7,51175
KS,seward county,15.7,47381
KS,shawnee county,15,52795
KS,sheridan county,10.9,52300
KS,sherman county,16.2,43100
KS,smith county,13.5,41303
KS,stafford county,14.1,45945
KS,stanton county,11.5,56591
KS,stevens county,9.7,59773
KS,sumner county,13.3,52476
KS,thomas county,11.3,50639
KS,trego county,9.9,46859
KS,wabaunsee county,9.6,59160
KS,wallace county,12,49109
KS,washington county,10.8,43264
KS,wichita county,11.5,53447
KS,wilson county,16.7,39764
KS,woodson county,18.4,35502
KS,wyandotte county,24.4,37087
KY,kentucky,19,42914
KY,adair county,26.3,31558
KY,allen county,19,39801
KY,anderson county,11.3,54331
KY,ballard county,16.8,44732
KY,barren county,19.5,37666
KY,bath county,22.7,34126
KY,bell county,33.5,24868
KY,boone county,8,66939
KY,bourbon county,19.2,42812
KY,boyd county,23.1,40224
KY,boyle county,17.5,41538
KY,bracken county,18.6,41910
KY,breathitt county,33,28647
KY,breckinridge county,19.2,41547
KY,bullitt county,12.3,54924
KY,butler county,20.6,35219
KY,caldwell county,18.2,42640
KY,calloway county,20.2,37705
KY,campbell county,13.2,52349
KY,carlisle county,17,40701
KY,carroll county,20.4,43615
KY,carter county,23.9,34991
KY,casey county,30.6,29344
KY,christian county,21.6,36736
KY,clark county,16,49012
KY,clay county,38.2,25215
KY,clinton county,25.7,28341
KY,crittenden county,20.3,38338
KY,cumberland county,27.8,29067
KY,daviess county,15,43390
KY,edmonson county,19.9,38544
KY,elliott county,32.4,30556
KY,estill county,29.8,30333
KY,fayette county,19.8,48552
KY,fleming county,19.3,35878
KY,floyd county,31.1,30127
KY,franklin county,12.9,49400
KY,fulton county,31.2,30671
KY,gallatin county,16.7,45483
KY,garrard county,18,43647
KY,grant county,16.9,46226
KY,graves county,17.7,39247
KY,grayson county,21.7,35726
KY,green county,21.5,33640
KY,greenup county,16.4,42452
KY,hancock county,13.8,50358
KY,hardin county,14.3,50407
KY,harlan county,34.2,26351
KY,harrison county,18.5,41406
KY,hart county,23,38038
KY,henderson county,18.1,43040
KY,henry county,18.3,43799
KY,hickman county,18.4,41588
KY,hopkins county,16.9,42477
KY,jackson county,26.8,29090
KY,jefferson county,16.8,48264
KY,jessamine county,14.7,51227
KY,johnson county,25.6,34271
KY,kenton county,15.5,54728
KY,knott county,33.7,27709
KY,knox county,34.9,26048
KY,larue county,18,40312
KY,laurel county,24.7,34678
KY,lawrence county,25.9,32835
KY,lee county,35,25473
KY,leslie county,33,27777
KY,letcher county,30.1,28574
KY,lewis county,34.4,30217
KY,lincoln county,27.6,35368
KY,livingston county,14.1,42892
KY,logan county,16.9,41150
KY,lyon county,15.4,43067
KY,mccracken county,17.5,41216
KY,mccreary county,47,24265
KY,mclean county,16.9,42288
KY,madison county,19.7,44358
KY,magoffin county,30.2,29421
KY,marion county,21.8,39089
KY,marshall county,13.1,45596
KY,martin county,40.6,27484
KY,mason county,18.6,40260
KY,meade county,12.6,52377
KY,menifee county,27.1,30828
KY,mercer county,17.6,43945
KY,metcalfe county,25.2,30460
KY,monroe county,26.2,30172
KY,montgomery county,20.8,41139
KY,morgan county,30.4,30872
KY,muhlenberg county,21.6,38916
KY,nelson county,12.7,54540
KY,nicholas county,19.4,37061
KY,ohio county,19.7,38261
KY,oldham county,5.5,92097
KY,owen county,17.4,43626
KY,owsley county,45.1,23047
KY,pendleton county,15.6,47023
KY,perry county,27.5,31265
KY,pike county,27.4,32666
KY,powell county,26.7,32783
KY,pulaski county,26,32767
KY,robertson county,23,37281
KY,rockcastle county,24.1,33789
KY,rowan county,23.4,37287
KY,russell county,26.3,33623
KY,scott county,10.9,61989
KY,shelby county,12.8,57447
KY,simpson county,15,45269
KY,spencer county,8.8,67437
KY,taylor county,26.7,34633
KY,todd county,19.3,40002
KY,trigg county,15.8,44676
KY,trimble county,16.2,46708
KY,union county,18.9,44119
KY,warren county,18.3,48925
KY,washington county,19.7,39983
KY,wayne county,26.2,30619
KY,webster county,17.3,43024
KY,whitley county,29.8,31086
KY,wolfe county,36.2,25768
KY,woodford county,11.2,57067
LA,louisiana,19.9,44680
LA,acadia parish,22,40269
LA,allen parish,22.5,36852
LA,ascension parish,13.7,67299
LA,assumption parish,17.8,46317
LA,avoyelles parish,25.5,34022
LA,beauregard parish,18.9,43918
LA,bienville parish,27.4,33134
LA,bossier parish,14.3,51138
LA,caddo parish,24.1,39812
LA,calcasieu parish,18.4,45979
LA,caldwell parish,23.3,36350
LA,cameron parish,12.2,59300
LA,catahoula parish,23.3,34116
LA,claiborne parish,28.2,35385
LA,concordia parish,30.9,31835
LA,de soto parish,23.5,40642
LA,east baton rouge parish,18.4,46831
LA,east carroll parish,43,25402
LA,east feliciana parish,20.4,41651
LA,evangeline parish,24.1,32615
LA,franklin parish,29,32318
LA,grant parish,22.8,40668
LA,iberia parish,19.4,45226
LA,iberville parish,19.9,47377
LA,jackson parish,24.6,37130
LA,jefferson parish,15.8,47024
LA,jefferson davis parish,21.7,37968
LA,lafayette parish,15.1,51340
LA,lafourche parish,17.6,47382
LA,la salle parish,18,44139
LA,lincoln parish,29.7,32889
LA,livingston parish,12.3,58818
LA,madison parish,41.4,26732
LA,morehouse parish,29.4,30636
LA,natchitoches parish,31.1,34522
LA,orleans parish,27.9,35468
LA,ouachita parish,23.6,40877
LA,plaquemines parish,16,51304
LA,pointe coupee parish,18.3,44469
LA,rapides parish,19.8,40406
LA,red river parish,25.3,33322
LA,richland parish,24.9,36666
LA,sabine parish,21.2,39561
LA,st. bernard parish,17.9,45615
LA,st. charles parish,12.1,60751
LA,st. helena parish,24,35004
LA,st. james parish,16.1,47477
LA,st. john the baptist parish,20.8,47225
LA,st. landry parish,30.1,32683
LA,st. martin parish,18,46713
LA,st. mary parish,21.8,42075
LA,st. tammany parish,11.2,63441
LA,tangipahoa parish,22.5,39927
LA,tensas parish,32,27522
LA,terrebonne parish,20.9,49044
LA,union parish,22,38998
LA,vermilion parish,18.3,45331
LA,vernon parish,13.9,46682
LA,washington parish,29.1,29749
LA,webster parish,22.2,36003
LA,west baton rouge parish,20.5,51550
LA,west carroll parish,22.5,33959
LA,west feliciana parish,24,53679
LA,winn parish,26.8,36644
ME,maine,14,49381
ME,androscoggin county,15.4,46701
ME,aroostook county,20.1,36066
ME,cumberland county,10.8,61436
ME,franklin county,15.8,41035
ME,hancock county,12.9,45807
ME,kennebec county,13.8,45556
ME,knox county,13.9,50002
ME,lincoln county,11.7,47905
ME,oxford county,16.1,40120
ME,penobscot county,18,42728
ME,piscataquis county,20.3,36994
ME,sagadahoc county,10.5,55630
ME,somerset county,17.3,39001
ME,waldo county,15,46598
ME,washington county,18.5,38057
ME,york county,11.2,55482
MD,maryland,10.4,73851
MD,allegany county,18.5,39808
MD,anne arundel county,6.7,86654
MD,baltimore county,9.8,67766
MD,calvert county,7.2,92446
MD,caroline county,16,49573
MD,carroll county,5.9,84500
MD,cecil county,10.6,62198
MD,charles county,7.2,86703
MD,dorchester county,17.5,42279
MD,frederick county,6.5,83698
MD,garrett county,12.4,47441
MD,harford county,8,79403
MD,howard county,6.1,106871
MD,kent county,13.8,53288
MD,montgomery county,7.2,97279
MD,prince george's county,10.3,71904
MD,queen anne's county,7.5,80650
MD,st. mary's county,8.6,84686
MD,somerset county,25.5,38376
MD,talbot county,11.7,54836
MD,washington county,13.8,54606
MD,wicomico county,16.9,51927
MD,worcester county,11.9,55691
MD,baltimore city,23.3,41895
MA,massachusetts,11.7,69200
MA,barnstable county,8.9,64150
MA,berkshire county,13,49890
MA,bristol county,12.4,57732
MA,dukes county,9,61259
MA,essex county,10.7,70074
MA,franklin county,12,53953
MA,hampden county,17.7,49072
MA,hampshire county,15,57737
MA,middlesex county,8.9,84026
MA,nantucket county,7.1,82596
MA,norfolk county,6.5,90039
MA,plymouth county,8.5,74576
MA,suffolk county,21.5,54280
MA,worcester county,11.5,65217
MI,michigan,16.2,49755
MI,alcona county,17.5,36377
MI,alger county,15.5,45308
MI,allegan county,11.4,54232
MI,alpena county,16.8,38121
MI,antrim county,13,45743
MI,arenac county,19.9,36460
MI,baraga county,15.8,41624
MI,barry county,10.2,57235
MI,bay county,16.8,46061
MI,benzie county,11.8,48846
MI,berrien county,17.7,44145
MI,branch county,15.2,46371
MI,calhoun county,15.4,45916
MI,cass county,14.8,48030
MI,charlevoix county,12.6,47991
MI,cheboygan county,16.1,41930
MI,chippewa county,19.9,38989
MI,clare county,24.5,34655
MI,clinton county,10,60650
MI,crawford county,16.5,41101
MI,delta county,14.8,43338
MI,dickinson county,14.4,45174
MI,eaton county,9.8,57088
MI,emmet county,11.6,50191
MI,genesee county,21.5,41787
MI,gladwin county,18.5,39721
MI,gogebic county,20.9,33600
MI,grand traverse county,9.7,55592
MI,gratiot county,18.5,43509
MI,hillsdale county,16.6,44780
MI,houghton county,18.7,39126
MI,huron county,14.1,41678
MI,ingham county,20.1,45840
MI,ionia county,15.2,48681
MI,iosco county,19,37122
MI,iron county,17.3,35961
MI,isabella county,28.3,42431
MI,jackson county,15.4,46670
MI,kalamazoo county,18.9,46283
MI,kalkaska county,17.4,40709
MI,kent county,15.3,53342
MI,keweenaw county,12.7,40411
MI,lake county,29.2,30990
MI,lapeer county,11.1,51510
MI,leelanau county,8.9,60622
MI,lenawee county,14.5,48194
MI,livingston county,6.1,74341
MI,luce county,20.6,37590
MI,mackinac county,15.4,39359
MI,macomb county,12.3,54865
MI,manistee county,16.6,37477
MI,marquette county,15.4,44735
MI,mason county,16.3,42896
MI,mecosta county,23,41572
MI,menominee county,14.5,42191
MI,midland county,11.9,51629
MI,missaukee county,16.1,40455
MI,monroe county,10.4,57719
MI,montcalm county,20.4,41554
MI,montmorency county,15.7,37961
MI,muskegon county,20,42588
MI,newaygo county,21,41588
MI,oakland county,10,69378
MI,oceana county,20.1,41166
MI,ogemaw county,21.4,35968
MI,ontonagon county,17.8,35387
MI,osceola county,20.4,40235
MI,oscoda county,20.5,33975
MI,otsego county,13.2,44693
MI,ottawa county,9.1,60577
MI,presque isle county,16.1,39420
MI,roscommon county,20.7,35002
MI,saginaw county,17.4,44548
MI,st. clair county,13.8,50303
MI,st. joseph county,18.5,43687
MI,sanilac county,14.7,42081
MI,schoolcraft county,17.6,39539
MI,shiawassee county,15.3,47882
MI,tuscola county,15.6,43186
MI,van buren county,16.5,46715
MI,washtenaw county,14.3,62861
MI,wayne county,24.1,41434
MI,wexford county,19,39807
MN,minnesota,11.4,61473
MN,aitkin county,14.9,40676
MN,anoka county,7.6,70868
MN,becker county,14.6,51116
MN,beltrami county,18.5,43706
MN,benton county,13.6,52531
MN,big stone county,12.8,46495
MN,blue earth county,17.9,49513
MN,brown county,8.9,52272
MN,carlton county,12.1,53291
MN,carver county,4.8,88500
MN,cass county,15.7,45179
MN,chippewa county,11.5,51274
MN,chisago county,6.2,75122
MN,clay county,13.3,55560
MN,clearwater county,17.8,43674
MN,cook county,10.4,48593
MN,cottonwood county,12.9,48176
MN,crow wing county,10.9,50162
MN,dakota county,7.3,76269
MN,dodge county,7.6,68777
MN,douglas county,9.6,52298
MN,faribault county,13.5,48163
MN,fillmore county,11.6,52444
MN,freeborn county,12.5,47203
MN,goodhue county,9.6,60869
MN,grant county,10.5,48179
MN,hennepin county,13,64490
MN,houston county,8.4,59900
MN,hubbard county,12.2,47944
MN,isanti county,7.8,65342
MN,itasca county,14.7,48525
MN,jackson county,9.8,53700
MN,kanabec county,13.8,48908
MN,kandiyohi county,11.5,57405
MN,kittson county,9.9,50372
MN,koochiching county,15.3,44113
MN,lac qui parle county,10.4,48245
MN,lake county,10.5,52381
MN,lake of the woods county,10.7,44727
MN,le sueur county,8.9,61665
MN,lincoln county,10.2,48449
MN,lyon county,11.5,53552
MN,mcleod county,7.9,60114
MN,mahnomen county,19.6,39926
MN,marshall county,9.6,54433
MN,martin county,12.2,52042
MN,meeker county,10,54354
MN,mille lacs county,12,48434
MN,morrison county,11.8,50685
MN,mower county,12.1,47537
MN,murray county,9.6,52219
MN,nicollet county,10.2,61279
MN,nobles county,13,50684
MN,norman county,13.4,51597
MN,olmsted county,9.8,69430
MN,otter tail county,11.2,51510
MN,pennington county,9.3,50905
MN,pine county,17.5,42157
MN,pipestone county,12.2,47164
MN,polk county,12.7,50175
MN,pope county,10.4,51343
MN,ramsey county,16.5,55070
MN,red lake county,9.2,48188
MN,redwood county,12.4,49934
MN,renville county,11.3,54386
MN,rice county,13,60317
MN,rock county,9.6,55352
MN,roseau county,9.2,53838
MN,st. louis county,17,49714
MN,scott county,5.5,91688
MN,sherburne county,7.2,76512
MN,sibley county,9.2,59893
MN,stearns county,13.4,55832
MN,steele county,10.9,57850
MN,stevens county,14.2,55292
MN,swift county,10.8,51032
MN,todd county,17.8,43287
MN,traverse county,12.2,49536
MN,wabasha county,7.3,58752
MN,wadena county,15.8,41909
MN,waseca county,10.1,54183
MN,washington county,6,84113
MN,watonwan county,10.4,48658
MN,wilkin county,10.3,54536
MN,winona county,15.8,49365
MN,wright county,6,76489
MN,yellow medicine county,11.2,51028
MS,mississippi,21.9,39738
MS,adams county,32.9,32327
MS,alcorn county,21.8,35180
MS,amite county,23.2,30668
MS,attala county,23.6,32521
MS,benton county,25.6,30665
MS,bolivar county,34,29297
MS,calhoun county,25,33141
MS,carroll county,17.9,38219
MS,chickasaw county,24.7,31616
MS,choctaw county,24.2,34548
MS,claiborne county,42.6,26083
MS,clarke county,22.4,34910
MS,clay county,28.4,33939
MS,coahoma county,35,28647
MS,copiah county,26,35314
MS,covington county,26.5,31835
MS,desoto county,10.1,58479
MS,forrest county,26.4,36808
MS,franklin county,20.5,36544
MS,george county,17,44811
MS,greene county,23.6,39615
MS,grenada county,24.8,33650
MS,hancock county,19.8,46288
MS,harrison county,18.8,41010
MS,hinds county,23.6,38454
MS,holmes county,44,22640
MS,humphreys county,40.3,25562
MS,issaquena county,39.5,37096
MS,itawamba county,17.2,38366
MS,jackson county,15.6,48018
MS,jasper county,22.7,35019
MS,jefferson county,38.5,26408
MS,jefferson davis county,29.8,28271
MS,jones county,24.4,37367
MS,kemper county,28.2,33015
MS,lafayette county,25.9,40797
MS,lamar county,14.2,51389
MS,lauderdale county,21.7,38869
MS,lawrence county,22.3,38471
MS,leake county,27.1,32239
MS,lee county,19.4,43374
MS,leflore county,40.1,26439
MS,lincoln county,21.6,36118
MS,lowndes county,23.6,39937
MS,madison county,13.1,66671
MS,marion county,30.4,33428
MS,marshall county,21.5,37554
MS,monroe county,20.1,36810
MS,montgomery county,24.7,31963
MS,neshoba county,20.7,37686
MS,newton county,22.3,35185
MS,noxubee county,31.3,28730
MS,oktibbeha county,29.9,34429
MS,panola county,25.9,34526
MS,pearl river county,19.3,38465
MS,perry county,22.6,32459
MS,pike county,30.5,30078
MS,pontotoc county,17.7,40198
MS,prentiss county,22.3,34794
MS,quitman county,36.2,26204
MS,rankin county,11.1,58368
MS,scott county,26.9,32049
MS,sharkey county,37.4,27877
MS,simpson county,25.9,34338
MS,smith county,20.8,38975
MS,stone county,19.5,41136
MS,sunflower county,34.8,29227
MS,tallahatchie county,37.4,28456
MS,tate county,18.5,40975
MS,tippah county,19.1,37026
MS,tishomingo county,17.7,35550
MS,tunica county,27.9,30689
MS,union county,15.9,37667
MS,walthall county,26.4,31607
MS,warren county,21.7,40397
MS,washington county,35.1,30292
MS,wayne county,24.7,35425
MS,webster county,22.1,34073
MS,wilkinson county,32.5,27596
MS,winston county,26.3,34403
MS,yalobusha county,23.4,34494
MS,yazoo county,34.6,30313
MO,missouri,15.5,48288
MO,adair county,26.9,35425
MO,andrew county,10.7,56309
MO,atchison county,12.2,45997
MO,audrain county,17.2,41302
MO,barry county,20.2,38139
MO,barton county,19.1,37581
MO,bates county,18.4,41462
MO,benton county,19.5,33236
MO,bollinger county,20.1,39033
MO,boone county,19.5,50305
MO,buchanan county,17.8,45431
MO,butler county,21.3,35774
MO,caldwell county,16.2,43111
MO,callaway county,14.2,49384
MO,camden county,17.5,44410
MO,cape girardeau county,17,47705
MO,carroll county,16.5,39017
MO,carter county,24,32170
MO,cass county,10.5,60970
MO,cedar county,21.4,33631
MO,chariton county,12,43049
MO,christian county,11.3,51831
MO,clark county,15.7,43298
MO,clay county,9.1,61598
MO,clinton county,12.4,51221
MO,cole county,13.3,51885
MO,cooper county,14,42166
MO,crawford county,20.7,37379
MO,dade county,18.5,37173
MO,dallas county,21.7,34987
MO,daviess county,16.8,41610
MO,dekalb county,18.6,42174
MO,dent county,21.6,34411
MO,douglas county,23,31805
MO,dunklin county,29.8,31486
MO,franklin county,11.8,51978
MO,gasconade county,13.5,44065
MO,gentry county,15.4,39444
MO,greene county,20.6,40386
MO,grundy county,19.2,37911
MO,harrison county,19,37486
MO,henry county,18.3,39232
MO,hickory county,22.1,33707
MO,holt county,14.4,41652
MO,howard county,15.6,44188
MO,howell county,22.1,32662
MO,iron county,22.1,33091
MO,jackson county,16.5,46185
MO,jasper county,19.6,40047
MO,jefferson county,10.6,58976
MO,johnson county,14.6,49949
MO,knox county,19.4,37581
MO,laclede county,18.4,36895
MO,lafayette county,13.4,48128
MO,lawrence county,18.6,39908
MO,lewis county,14.3,41891
MO,lincoln county,15.7,53804
MO,linn county,20,37597
MO,livingston county,16.6,47937
MO,mcdonald county,22.2,34863
MO,macon county,17,35345
MO,madison county,20.4,35363
MO,maries county,16.1,40165
MO,marion county,18,42088
MO,mercer county,15,38023
MO,miller county,17.4,37360
MO,mississippi county,32.2,30661
MO,moniteau county,13.9,47158
MO,monroe county,15.8,41376
MO,montgomery county,16.1,42105
MO,morgan county,20.7,36867
MO,new madrid county,23.3,34631
MO,newton county,14.3,45448
MO,nodaway county,20.2,42956
MO,oregon county,23.9,29415
MO,osage county,10.2,51958
MO,ozark county,22.3,31025
MO,pemiscot county,28.7,32120
MO,perry county,11.6,50548
MO,pettis county,17.6,40038
MO,phelps county,21.6,40710
MO,pike county,18.9,44408
MO,platte county,6.9,70874
MO,polk county,18.1,38344
MO,pulaski county,15.9,47227
MO,putnam county,18.6,34684
MO,ralls county,11.6,51738
MO,randolph county,18.3,41346
MO,ray county,15.3,51986
MO,reynolds county,21.5,31820
MO,ripley county,25.1,30019
MO,st. charles county,6.8,74220
MO,st. clair county,21.7,33986
MO,ste. genevieve county,13.1,46874
MO,st. francois county,20.3,40376
MO,st. louis county,9.6,60093
MO,saline county,16.3,41112
MO,schuyler county,18.2,34644
MO,scotland county,16.3,38281
MO,scott county,20.9,40532
MO,shannon county,28.2,27382
MO,shelby county,16.6,42498
MO,stoddard county,19,38329
MO,stone county,16.2,40642
MO,sullivan county,17.7,36642
MO,taney county,18.7,35731
MO,texas county,21.5,33755
MO,vernon county,17.5,40267
MO,warren county,12.8,52959
MO,washington county,25.5,34581
MO,wayne county,26.4,30721
MO,webster county,17.8,41561
MO,worth county,15.5,38802
MO,wright county,22.7,31600
MO,st. louis city,28.8,35681
MT,montana,15.2,46608
MT,beaverhead county,15.1,41602
MT,big horn county,30.6,38871
MT,blaine county,25.2,35740
MT,broadwater county,11.7,49758
MT,carbon county,12.7,47520
MT,carter county,14,41466
MT,cascade county,14.3,42903
MT,chouteau county,19.4,41004
MT,custer county,11,47493
MT,daniels county,10.8,47376
MT,dawson county,11.7,50540
MT,deer lodge county,17.1,38178
MT,fallon county,8,59102
MT,fergus county,14.8,42915
MT,flathead county,13.6,47351
MT,gallatin county,13.9,51569
MT,garfield county,15.1,42757
MT,glacier county,31.8,33428
MT,golden valley county,20.1,37316
MT,granite county,14.4,47902
MT,hill county,17.6,43509
MT,jefferson county,10.4,61575
MT,judith basin county,14.6,43272
MT,lake county,22.7,38221
MT,lewis and clark county,12,53572
MT,liberty county,19.1,37911
MT,lincoln county,19.2,36734
MT,mccone county,15.4,43132
MT,madison county,12.6,41539
MT,meagher county,18,36903
MT,mineral county,17.3,36449
MT,missoula county,15.8,44716
MT,musselshell county,19.1,39827
MT,park county,14.7,42942
MT,petroleum county,17.5,35092
MT,phillips county,15.7,41595
MT,pondera county,20.3,39292
MT,powder river county,12.3,44644
MT,powell county,20.2,40072
MT,prairie county,12.3,40140
MT,ravalli county,17.2,42902
MT,richland county,8.2,65738
MT,roosevelt county,23.8,37511
MT,rosebud county,20.5,50751
MT,sanders county,20.7,32815
MT,sheridan county,10.2,52711
MT,silver bow county,19.5,39882
MT,stillwater county,8.4,60812
MT,sweet grass county,12,45000
MT,teton county,13.9,46208
MT,toole county,17.2,45207
MT,treasure county,13.2,47089
MT,valley county,12.4,46328
MT,wheatland county,19.5,35875
MT,wibaux county,11.7,43859
MT,yellowstone county,12.3,51653
NE,nebraska,12.3,52803
NE,adams county,12.5,48658
NE,antelope county,14,50919
NE,arthur county,10.2,43408
NE,banner county,12.4,48990
NE,blaine county,15.7,38228
NE,boone county,10.3,52914
NE,box butte county,11.4,55465
NE,boyd county,13.9,39964
NE,brown county,12.8,42348
NE,buffalo county,12.5,51550
NE,burt county,10.6,49345
NE,butler county,9.2,54240
NE,cass county,6.9,66522
NE,cedar county,10.4,54421
NE,chase county,9.3,52749
NE,cherry county,13.3,43564
NE,cheyenne county,9,55964
NE,clay county,11.3,55758
NE,colfax county,10.3,50758
NE,cuming county,9.1,56047
NE,custer county,13.4,45644
NE,dakota county,14.8,50289
NE,dawes county,18.8,40667
NE,dawson county,13.7,47366
NE,deuel county,11.8,44109
NE,dixon county,10.7,52601
NE,dodge county,12.9,50043
NE,douglas county,14,52842
NE,dundy county,13.8,45624
NE,fillmore county,10.1,54556
NE,franklin county,13.6,44794
NE,frontier county,13.7,48543
NE,furnas county,12.7,44461
NE,gage county,11,50861
NE,garden county,15.6,38645
NE,garfield county,11.8,40436
NE,gosper county,9.1,55319
NE,grant county,11,47537
NE,greeley county,12.7,43858
NE,hall county,14.7,48499
NE,hamilton county,6.9,62191
NE,harlan county,11.4,46744
NE,hayes county,14.5,48856
NE,hitchcock county,13.8,40496
NE,holt county,12.5,46667
NE,hooker county,9.6,40732
NE,howard county,11.5,51040
NE,jefferson county,11.5,44947
NE,johnson county,13.9,48511
NE,kearney county,9.6,56791
NE,keith county,12,45192
NE,keya paha county,20.5,41138
NE,kimball county,11.7,45771
NE,knox county,14.9,42745
NE,lancaster county,14,52011
NE,lincoln county,14.5,49770
NE,logan county,9.4,50761
NE,loup county,15.5,49132
NE,mcpherson county,13.9,62280
NE,madison county,13.7,51836
NE,merrick county,10.4,50893
NE,morrill county,14,46961
NE,nance county,11.7,48535
NE,nemaha county,13.6,49162
NE,nuckolls county,13.4,43249
NE,otoe county,10,51527
NE,pawnee county,12.2,42977
NE,perkins county,10.4,56080
NE,phelps county,9.5,54137
NE,pierce county,10,53489
NE,platte county,8.4,61768
NE,polk county,8,58162
NE,red willow county,11.7,43842
NE,richardson county,14.4,44282
NE,rock county,15,46051
NE,saline county,10.1,51805
NE,sarpy county,5.3,74008
NE,saunders county,8.2,61961
NE,scotts bluff county,15.6,47194
NE,seward county,8.2,61802
NE,sheridan county,16,40351
NE,sherman county,12.1,43883
NE,sioux county,16,47313
NE,stanton county,9.2,55955
NE,thayer county,10.7,49517
NE,thomas county,15.4,39537
NE,thurston county,34,41344
NE,valley county,12.3,44726
NE,washington county,7.4,69191
NE,wayne county,13.6,53290
NE,webster county,12.7,40979
NE,wheeler county,12.6,45400
NE,york county,10.6,51335
NV,nevada,15.4,51487
NV,churchill county,13.2,46840
NV,clark county,15.6,51241
NV,douglas county,10.3,60322
NV,elko county,10.8,72648
NV,esmeralda county,14,47180
NV,eureka county,9.8,70535
NV,humboldt county,10.7,67423
NV,lander county,11,74347
NV,lincoln county,15.1,45629
NV,lyon county,13.7,48576
NV,mineral county,19,40714
NV,nye county,16.8,42881
NV,pershing county,18.5,52001
NV,storey county,8.4,55291
NV,washoe county,15.4,52862
NV,white pine county,13.7,57243
NV,carson city,19.3,45639
NH,new hampshire,9.2,66469
NH,belknap county,10,59831
NH,carroll county,10.7,57556
NH,cheshire county,11.8,56008
NH,coos county,14.9,42491
NH,grafton county,11.6,56353
NH,hillsborough county,8.7,71233
NH,merrimack county,9.5,62429
NH,rockingham county,6.1,79653
NH,strafford county,11.8,58577
NH,sullivan county,10.4,57142
NJ,new jersey,11.1,71968
NJ,atlantic county,15.1,54208
NJ,bergen county,7.6,84309
NJ,burlington county,7.2,80479
NJ,camden county,13,61685
NJ,cape may county,13,55409
NJ,cumberland county,19.5,45438
NJ,essex county,16.7,54603
NJ,gloucester county,8.2,78983
NJ,hudson county,17.7,57720
NJ,hunterdon county,4.7,103876
NJ,mercer county,11.8,73750
NJ,middlesex county,8.3,77330
NJ,monmouth county,8.2,87220
NJ,morris county,5,100511
NJ,ocean county,11.9,62937
NJ,passaic county,18.2,58030
NJ,salem county,13.1,56645
NJ,somerset county,5,100194
NJ,sussex county,6.2,82048
NJ,union county,11.1,68172
NJ,warren county,8.3,71294
NM,new mexico,20.6,44905
NM,bernalillo county,18.7,47192
NM,catron county,22.2,33256
NM,chaves county,23.4,38403
NM,cibola county,28.8,35081
NM,colfax county,20.5,37156
NM,curry county,19.2,42620
NM,debaca county,20.6,33789
NM,dona ana county,27.9,38974
NM,eddy county,14.1,57007
NM,grant county,19.1,38221
NM,guadalupe county,25.8,29147
NM,harding county,14.8,40380
NM,hidalgo county,24.5,34304
NM,lea county,16.6,58994
NM,lincoln county,20.1,39995
NM,los alamos county,4.2,108477
NM,luna county,30.6,27268
NM,mckinley county,35.8,29497
NM,mora county,24.2,27627
NM,otero county,20.2,41736
NM,quay county,23.9,29069
NM,rio arriba county,24.1,34902
NM,roosevelt county,24,36108
NM,sandoval county,12.6,56142
NM,san juan county,21,47520
NM,san miguel county,25.5,32964
NM,santa fe county,14.2,52628
NM,sierra county,23.8,29036
NM,socorro county,31,32285
NM,taos county,19.2,36125
NM,torrance county,27.6,37311
NM,union county,19.4,36684
NM,valencia county,24.5,40591
NY,new york,16,58771
NY,albany county,13.5,60371
NY,allegany county,18.3,42655
NY,bronx county,31.5,33687
NY,broome county,17.2,46283
