state,county,educ_pct
kentucky,magoffin county,67.9
kentucky,marion county,81.5
kentucky,marshall county,86.1
kentucky,martin county,72.7
kentucky,mason county,81.1
kentucky,meade county,86.3
kentucky,menifee county,71.4
kentucky,mercer county,83.8
kentucky,metcalfe county,73.7
kentucky,monroe county,75.6
kentucky,montgomery county,80.3
kentucky,morgan county,71.7
kentucky,muhlenberg county,77.5
kentucky,nelson county,86.6
kentucky,nicholas county,80.8
kentucky,ohio county,77.4
kentucky,oldham county,91.9
kentucky,owen county,85.7
kentucky,owsley county,63.2
kentucky,pendleton county,83.6
kentucky,perry county,70
kentucky,pike county,71.7
kentucky,powell county,73.6
kentucky,pulaski county,80.1
kentucky,robertson county,71.2
kentucky,rockcastle county,76.9
kentucky,rowan county,80.1
kentucky,russell county,72.3
kentucky,scott county,87.9
kentucky,shelby county,85.2
kentucky,simpson county,84.7
kentucky,spencer county,88.2
kentucky,taylor county,81.6
kentucky,todd county,77.7
kentucky,trigg county,82.8
kentucky,trimble county,84.8
kentucky,union county,82.8
kentucky,warren county,86.9
kentucky,washington county,81.9
kentucky,wayne county,67.6
kentucky,webster county,77.8
kentucky,whitley county,74.6
kentucky,wolfe county,64
kentucky,woodford county,88.3
louisiana,louisiana,82.8
louisiana,acadia parish,72.5
louisiana,allen parish,77.6
louisiana,ascension parish,88.7
louisiana,assumption parish,72
louisiana,avoyelles parish,70.7
louisiana,beauregard parish,84.1
louisiana,bienville parish,79.7
louisiana,bossier parish,87.8
louisiana,caddo parish,85.7
louisiana,calcasieu parish,85.1
louisiana,caldwell parish,73.3
louisiana,cameron parish,81.7
louisiana,catahoula parish,72.8
louisiana,claiborne parish,76.3
louisiana,concordia parish,75.3
louisiana,de soto parish,79.3
louisiana,east baton rouge parish,88.8
louisiana,east carroll parish,67.7
louisiana,east feliciana parish,81.4
louisiana,evangeline parish,68.2
louisiana,franklin parish,72.7
louisiana,grant parish,78.4
louisiana,iberia parish,77
louisiana,iberville parish,76.7
louisiana,jackson parish,81.4
louisiana,jefferson parish,84
louisiana,jefferson davis parish,78.9
louisiana,lafayette parish,85.7
louisiana,lafourche parish,74.2
louisiana,lasalle parish,79.6
louisiana,lincoln parish,85
louisiana,livingston parish,84
louisiana,madison parish,74
louisiana,morehouse parish,77
louisiana,natchitoches parish,81.2
louisiana,orleans parish,84.8
louisiana,ouachita parish,84.2
louisiana,plaquemines parish,79.7
louisiana,pointe coupee parish,81.6
louisiana,rapides parish,83.4
louisiana,red river parish,75.9
louisiana,richland parish,78.8
louisiana,sabine parish,81.6
louisiana,st  bernard parish,81.9
louisiana,st  charles parish,86.6
louisiana,st  helena parish,81.9
louisiana,st  james parish,83.8
louisiana,st  john the baptist parish,81
louisiana,st  landry parish,76.7
louisiana,st  martin parish,77.2
louisiana,st  mary parish,73.7
louisiana,st  tammany parish,88.2
louisiana,tangipahoa parish,80.1
louisiana,tensas parish,76.1
louisiana,terrebonne parish,75.6
louisiana,union parish,82.6
louisiana,vermilion parish,76.3
louisiana,vernon parish,87.2
louisiana,washington parish,76.2
louisiana,webster parish,79
louisiana,west baton rouge parish,84.3
louisiana,west carroll parish,72
louisiana,west feliciana parish,75.9
louisiana,winn parish,76.7
maine,maine,91.3
maine,androscoggin county,88.6
maine,aroostook county,86.3
maine,cumberland county,93.8
maine,franklin county,91.9
maine,hancock county,93.4
maine,kennebec county,90.9
maine,knox county,93.3
maine,lincoln county,92.7
maine,oxford county,89.9
maine,penobscot county,90.7
maine,piscataquis county,89
maine,sagadahoc county,93.9
maine,somerset county,87.4
maine,waldo county,91.9
maine,washington county,87.5
maine,york county,92
maryland,maryland,89
maryland,allegany county,87.4
maryland,anne arundel county,91.1
maryland,baltimore county,90.2
maryland,calvert county,92.5
maryland,caroline county,83.1
maryland,carroll county,92.3
maryland,cecil county,87.4
maryland,charles county,91.6
maryland,dorchester county,82.4
maryland,frederick county,91.7
maryland,garrett county,87.1
maryland,harford county,92.9
maryland,howard county,95.2
maryland,kent county,86.6
maryland,montgomery county,91.3
maryland,prince george s county,85.6
maryland,queen anne s county,91.8
maryland,st  mary s county,91
maryland,somerset county,79
maryland,talbot county,88.3
maryland,washington county,86.1
maryland,wicomico county,87
maryland,worcester county,89.3
maryland,baltimore city,80.9
massachusetts,massachusetts,89.5
massachusetts,barnstable county,95
massachusetts,berkshire county,90.6
massachusetts,bristol county,82.2
massachusetts,dukes county,93.4
massachusetts,essex county,89.2
massachusetts,franklin county,91.9
massachusetts,hampden county,84.1
massachusetts,hampshire county,93.6
massachusetts,middlesex county,92.1
massachusetts,nantucket county,94.3
massachusetts,norfolk county,93.7
massachusetts,plymouth county,92.1
massachusetts,suffolk county,84
massachusetts,worcester county,89.6
michigan,michigan,89.3
michigan,alcona county,87.5
michigan,alger county,89.2
michigan,allegan county,90
michigan,alpena county,88.9
michigan,antrim county,90.8
michigan,arenac county,84.9
michigan,baraga county,80.2
michigan,barry county,91.4
michigan,bay county,89
michigan,benzie county,90.8
michigan,berrien county,88.3
michigan,branch county,87
michigan,calhoun county,89.2
michigan,cass county,87.9
michigan,charlevoix county,91.3
michigan,cheboygan county,88.4
michigan,chippewa county,89.4
michigan,clare county,84
michigan,clinton county,93.4
michigan,crawford county,85.8
michigan,delta county,91.2
michigan,dickinson county,93.1
michigan,eaton county,93.2
michigan,emmet county,94.2
michigan,genesee county,89
michigan,gladwin county,84.5
michigan,gogebic county,92.3
michigan,grand traverse county,93.4
michigan,gratiot county,88.8
michigan,hillsdale county,87.3
michigan,houghton county,91.5
michigan,huron county,87.5
michigan,ingham county,91.3
michigan,ionia county,88.3
michigan,iosco county,87.1
michigan,iron county,91
michigan,isabella county,90.5
michigan,jackson county,89.7
michigan,kalamazoo county,92.7
michigan,kalkaska county,86.2
michigan,kent county,89.3
michigan,keweenaw county,92.3
michigan,lake county,82.3
michigan,lapeer county,90.6
michigan,leelanau county,94.5
michigan,lenawee county,89.9
michigan,livingston county,94.8
michigan,luce county,86
michigan,mackinac county,87.2
michigan,macomb county,88.5
michigan,manistee county,89.5
michigan,marquette county,94.2
michigan,mason county,90.7
michigan,mecosta county,89.6
michigan,menominee county,90.7
michigan,midland county,92.8
michigan,missaukee county,86.9
michigan,monroe county,89.7
michigan,montcalm county,87.1
michigan,montmorency county,86.1
michigan,muskegon county,88.4
michigan,newaygo county,86
michigan,oakland county,93
michigan,oceana county,84.8
michigan,ogemaw county,85.1
michigan,ontonagon county,89.7
michigan,osceola county,87.3
michigan,oscoda county,82.8
michigan,otsego county,91.8
michigan,ottawa county,91.2
michigan,presque isle county,87.3
michigan,roscommon county,86
michigan,saginaw county,87.9
michigan,st  clair county,89.3
michigan,st  joseph county,84.7
michigan,sanilac county,88
michigan,schoolcraft county,88.3
michigan,shiawassee county,91.1
michigan,tuscola county,88.2
michigan,van buren county,86.5
michigan,washtenaw county,94.3
michigan,wayne county,84.4
michigan,wexford county,88.8
minnesota,minnesota,92.3
minnesota,aitkin county,90.4
minnesota,anoka county,93.4
minnesota,becker county,90.5
minnesota,beltrami county,90.1
minnesota,benton county,91.6
minnesota,big stone county,89.7
minnesota,blue earth county,94.2
minnesota,brown county,90.8
minnesota,carlton county,93.2
minnesota,carver county,95.5
minnesota,cass county,91.2
minnesota,chippewa county,88.3
minnesota,chisago county,93.7
minnesota,clay county,93.9
minnesota,clearwater county,85.8
minnesota,cook county,95.2
minnesota,cottonwood county,88.6
minnesota,crow wing county,92.6
minnesota,dakota county,94.8
minnesota,dodge county,93.5
minnesota,douglas county,93.5
minnesota,faribault county,90
minnesota,fillmore county,90.2
minnesota,freeborn county,87.8
minnesota,goodhue county,92.2
minnesota,grant county,91.7
minnesota,hennepin county,92.7
minnesota,houston county,92
minnesota,hubbard county,92.2
minnesota,isanti county,91.7
minnesota,itasca county,92.5
minnesota,jackson county,91.5
minnesota,kanabec county,87.1
minnesota,kandiyohi county,88.6
minnesota,kittson county,90.1
minnesota,koochiching county,89.1
minnesota,lac qui parle county,91.7
minnesota,lake county,94.3
minnesota,lake of the woods county,91.5
minnesota,le sueur county,90.3
minnesota,lincoln county,91.7
minnesota,lyon county,92.4
minnesota,mcleod county,91.4
minnesota,mahnomen county,84
minnesota,marshall county,88.6
minnesota,martin county,88.3
minnesota,meeker county,91.1
minnesota,mille lacs county,88.4
minnesota,morrison county,89.2
minnesota,mower county,87.4
minnesota,murray county,89.6
minnesota,nicollet county,93.5
minnesota,nobles county,79
minnesota,norman county,88.7
minnesota,olmsted county,94
minnesota,otter tail county,90.7
minnesota,pennington county,90.1
minnesota,pine county,88.6
minnesota,pipestone county,85.5
minnesota,polk county,89.6
minnesota,pope county,92.6
minnesota,ramsey county,89.9
minnesota,red lake county,90.2
minnesota,redwood county,88
minnesota,renville county,88.9
minnesota,rice county,89.5
minnesota,rock county,90.1
minnesota,roseau county,91.5
minnesota,st  louis county,93
minnesota,scott county,94.6
minnesota,sherburne county,93.6
minnesota,sibley county,89
minnesota,stearns county,91.5
minnesota,steele county,91.7
minnesota,stevens county,91.2
minnesota,swift county,88.8
minnesota,todd county,86.7
minnesota,traverse county,90.4
minnesota,wabasha county,92.7
minnesota,wadena county,88.6
minnesota,waseca county,91.9
minnesota,washington county,96
minnesota,watonwan county,84.7
minnesota,wilkin county,90.7
minnesota,winona county,90.4
minnesota,wright county,94.1
minnesota,yellow medicine county,91.2
mississippi,mississippi,81.9
mississippi,adams county,79.5
mississippi,alcorn county,78.6
mississippi,amite county,74.7
mississippi,attala county,76.1
mississippi,benton county,72.9
mississippi,bolivar county,74.7
mississippi,calhoun county,69.9
mississippi,carroll county,77.5
mississippi,chickasaw county,72.8
mississippi,choctaw county,80.7
mississippi,claiborne county,77.7
mississippi,clarke county,77.2
mississippi,clay county,78.9
mississippi,coahoma county,77.1
mississippi,copiah county,79.4
mississippi,covington county,77.7
mississippi,desoto county,88.9
mississippi,forrest county,83.8
mississippi,franklin county,81.9
mississippi,george county,82.2
mississippi,greene county,74
mississippi,grenada county,77.9
mississippi,hancock county,85
mississippi,harrison county,85.6
mississippi,hinds county,85.4
mississippi,holmes county,70.4
mississippi,humphreys county,65.6
mississippi,issaquena county,59.5
mississippi,itawamba county,78.9
mississippi,jackson county,87.6
mississippi,jasper county,78
mississippi,jefferson county,79.8
mississippi,jefferson davis county,77.3
mississippi,jones county,78.1
mississippi,kemper county,77.9
mississippi,lafayette county,87.3
mississippi,lamar county,90.5
mississippi,lauderdale county,85
mississippi,lawrence county,81.4
mississippi,leake county,74.8
mississippi,lee county,83.5
mississippi,leflore county,73.1
mississippi,lincoln county,82.9
mississippi,lowndes county,82.7
mississippi,madison county,89.9
mississippi,marion county,75.5
mississippi,marshall county,75.1
mississippi,monroe county,77.6
mississippi,montgomery county,74
mississippi,neshoba county,77.1
mississippi,newton county,83.4
mississippi,noxubee county,67.1
mississippi,oktibbeha county,86.6
mississippi,panola county,77.8
mississippi,pearl river county,82.6
mississippi,perry county,80.4
mississippi,pike county,78.6
mississippi,pontotoc county,78
mississippi,prentiss county,74.3
mississippi,quitman county,67
mississippi,rankin county,89.2
mississippi,scott county,71.7
mississippi,sharkey county,77.9
mississippi,simpson county,78.6
mississippi,smith county,80.9
mississippi,stone county,85
mississippi,sunflower county,69.3
mississippi,tallahatchie county,66.6
mississippi,tate county,80.4
mississippi,tippah county,74.7
mississippi,tishomingo county,77.3
mississippi,tunica county,75.8
mississippi,union county,77
mississippi,walthall county,77.7
mississippi,warren county,85.1
mississippi,washington county,76.2
mississippi,wayne county,73.3
mississippi,webster county,83.3
mississippi,wilkinson county,72.6
mississippi,winston county,77.6
mississippi,yalobusha county,78.6
mississippi,yazoo county,75.8
missouri,missouri,88
missouri,adair county,87.4
missouri,andrew county,90.7
missouri,atchison county,88.9
missouri,audrain county,85
missouri,barry county,81.6
missouri,barton county,85.5
missouri,bates county,84.1
missouri,benton county,85
missouri,bollinger county,80.1
missouri,boone county,93.2
missouri,buchanan county,86.8
missouri,butler county,79.8
missouri,caldwell county,87
missouri,callaway county,86.7
missouri,camden county,88.4
missouri,cape girardeau county,88
missouri,carroll county,86.9
missouri,carter county,77.4
missouri,cass county,92.2
missouri,cedar county,82.9
missouri,chariton county,83.4
missouri,christian county,91.2
missouri,clark county,85.5
missouri,clay county,91.9
missouri,clinton county,91.7
missouri,cole county,90.5
missouri,cooper county,87.7
missouri,crawford county,78.2
missouri,dade county,84.6
missouri,dallas county,80.1
missouri,daviess county,84.7
missouri,dekalb county,84.9
missouri,dent county,78.2
missouri,douglas county,79.2
missouri,dunklin county,71.9
missouri,franklin county,86.9
missouri,gasconade county,83.6
missouri,gentry county,87.6
missouri,greene county,90.4
missouri,grundy county,85.5
missouri,harrison county,84.5
missouri,henry county,87
missouri,hickory county,82.3
missouri,holt county,90.2
missouri,howard county,86.4
missouri,howell county,83.4
missouri,iron county,78.8
missouri,jackson county,88.7
missouri,jasper county,85.3
missouri,jefferson county,87.6
missouri,johnson county,91
missouri,knox county,85.5
missouri,laclede county,81.6
missouri,lafayette county,87.2
missouri,lawrence county,83.4
missouri,lewis county,87.4
missouri,lincoln county,84.9
missouri,linn county,88
missouri,livingston county,87
missouri,mcdonald county,78.3
missouri,macon county,87.1
missouri,madison county,75.1
missouri,maries county,83.3
missouri,marion county,83.9
missouri,mercer county,87.9
missouri,miller county,84.3
missouri,mississippi county,72.9
missouri,moniteau county,82.3
missouri,monroe county,89.3
missouri,montgomery county,82
missouri,morgan county,80.3
missouri,new madrid county,75.7
missouri,newton county,85.5
missouri,nodaway county,91.8
missouri,oregon county,80.9
missouri,osage county,89.6
missouri,ozark county,82.9
missouri,pemiscot county,74.7
missouri,perry county,85.3
missouri,pettis county,82.6
missouri,phelps county,87.4
missouri,pike county,79.1
missouri,platte county,94.7
missouri,polk county,84.9
missouri,pulaski county,89.4
missouri,putnam county,86.3
missouri,ralls county,88.4
missouri,randolph county,85.4
missouri,ray county,88.3
missouri,reynolds county,75.2
missouri,ripley county,74.7
missouri,st  charles county,93.7
missouri,st  clair county,81.9
missouri,ste  genevieve county,84.5
missouri,st  francois county,81.2
missouri,st  louis county,92.6
missouri,saline county,83.9
missouri,schuyler county,85.4
missouri,scotland county,77.1
missouri,scott county,80.5
missouri,shannon county,82
missouri,shelby county,89.6
missouri,stoddard county,79.7
missouri,stone county,85.5
missouri,sullivan county,82.6
missouri,taney county,85.5
missouri,texas county,81.8
missouri,vernon county,86.2
missouri,warren county,84.6
missouri,washington county,73
missouri,wayne county,75.7
missouri,webster county,86
missouri,worth county,89.2
missouri,wright county,77.9
missouri,st  louis city,83.2
montana,montana,92.4
montana,beaverhead county,93.6
montana,big horn county,84.5
montana,blaine county,87.8
montana,broadwater county,91.4
montana,carbon county,93.6
montana,carter county,91.8
montana,cascade county,91.2
montana,chouteau county,91.4
montana,custer county,90.3
montana,daniels county,93.7
montana,dawson county,90.7
montana,deer lodge county,90.9
montana,fallon county,93.1
montana,fergus county,94.5
montana,flathead county,93.6
montana,gallatin county,96.4
montana,garfield county,91.2
montana,glacier county,84.3
montana,golden valley county,89.5
montana,granite county,88.6
montana,hill county,92.2
montana,jefferson county,94.8
montana,judith basin county,93.8
montana,lake county,90.7
montana,lewis and clark county,94.3
montana,liberty county,80.2
montana,lincoln county,88.2
montana,mccone county,93.3
montana,madison county,94.5
montana,meagher county,90.7
montana,mineral county,90.1
montana,missoula county,95
montana,musselshell county,90.8
montana,park county,95.4
montana,petroleum county,96.6
montana,phillips county,91.4
montana,pondera county,88.3
montana,powder river county,93.7
montana,powell county,89.6
montana,prairie county,87.5
montana,ravalli county,91.3
montana,richland county,91.6
montana,roosevelt county,83.7
montana,rosebud county,88
montana,sanders county,88
montana,sheridan county,90.7
montana,silver bow county,91.3
montana,stillwater county,92.2
montana,sweet grass county,93.6
montana,teton county,91.3
montana,toole county,87.3
montana,treasure county,89.2
montana,valley county,91.7
montana,wheatland county,81.4
montana,wibaux county,83.5
montana,yellowstone county,92.4
nebraska,nebraska,90.5
nebraska,adams county,90.9
nebraska,antelope county,91.1
nebraska,arthur county,93.8
nebraska,banner county,92.4
nebraska,blaine county,98.7
nebraska,boone county,92.2
nebraska,box butte county,91.5
nebraska,boyd county,92.2
nebraska,brown county,88.8
nebraska,buffalo county,92.6
nebraska,burt county,90.3
nebraska,butler county,89.3
nebraska,cass county,94.7
nebraska,cedar county,93.1
nebraska,chase county,89.9
nebraska,cherry county,90.8
nebraska,cheyenne county,94
nebraska,clay county,87.7
nebraska,colfax county,71.9
nebraska,cuming county,88.6
nebraska,custer county,92.2
nebraska,dakota county,73.3
nebraska,dawes county,94.1
nebraska,dawson county,76.2
nebraska,deuel county,91.6
nebraska,dixon county,86.6
nebraska,dodge county,88
nebraska,douglas county,89.3
nebraska,dundy county,93.3
nebraska,fillmore county,92.9
nebraska,franklin county,91.7
nebraska,frontier county,94.3
nebraska,furnas county,89.9
nebraska,gage county,89.4
nebraska,garden county,94.1
nebraska,garfield county,94.7
nebraska,gosper county,95.1
nebraska,grant county,95.1
nebraska,greeley county,92.1
nebraska,hall county,83
nebraska,hamilton county,94.4
nebraska,harlan county,90.7
nebraska,hayes county,88.2
nebraska,hitchcock county,93.1
nebraska,holt county,91.7
nebraska,hooker county,94.2
nebraska,howard county,91.9
nebraska,jefferson county,89.5
nebraska,johnson county,87.7
nebraska,kearney county,91.2
nebraska,keith county,92.3
nebraska,keya paha county,92
nebraska,kimball county,85.4
nebraska,knox county,89.8
nebraska,lancaster county,93.4
nebraska,lincoln county,91.5
nebraska,logan county,91.9
nebraska,loup county,93.8
nebraska,mcpherson county,95.7
nebraska,madison county,88
nebraska,merrick county,91.3
nebraska,morrill county,87.3
nebraska,nance county,88.3
nebraska,nemaha county,93.5
nebraska,nuckolls county,93.5
nebraska,otoe county,91.6
nebraska,pawnee county,88.1
nebraska,perkins county,91.8
nebraska,phelps county,94.2
nebraska,pierce county,94.2
nebraska,platte county,89
nebraska,polk county,93.1
nebraska,red willow county,93.5
nebraska,richardson county,92
nebraska,rock county,92.4
nebraska,saline county,82.9
nebraska,sarpy county,95.2
nebraska,saunders county,93.1
nebraska,scotts bluff county,87.4
nebraska,seward county,92.3
nebraska,sheridan county,88.8
nebraska,sherman county,89.3
nebraska,sioux county,91
nebraska,stanton county,93
nebraska,thayer county,91.4
nebraska,thomas county,93.6
nebraska,thurston county,87.1
nebraska,valley county,93.1
nebraska,washington county,96.2
nebraska,wayne county,93.2
nebraska,webster county,90.2
nebraska,wheeler county,93.8
nebraska,york county,93.5
nevada,nevada,84.9
nevada,churchill county,87.7
nevada,clark county,84.2
nevada,douglas county,93
nevada,elko county,83.2
nevada,esmeralda county,85.4
nevada,eureka county,88.7
nevada,humboldt county,83.5
nevada,lander county,80.9
nevada,lincoln county,87
nevada,lyon county,84.3
nevada,mineral county,86.3
nevada,nye county,83.5
nevada,pershing county,78.6
nevada,storey county,92.8
nevada,washoe county,86.8
nevada,white pine county,85.1
nevada,carson city,86.8
new hampshire,new hampshire,92
new hampshire,belknap county,91.2
new hampshire,carroll county,93
new hampshire,cheshire county,91.7
new hampshire,coos county,86.6
new hampshire,grafton county,91.3
new hampshire,hillsborough county,90.9
new hampshire,merrimack county,92.4
new hampshire,rockingham county,94.5
new hampshire,strafford county,91.8
new hampshire,sullivan county,90.2
new jersey,new jersey,88.4
new jersey,atlantic county,84.7
new jersey,bergen county,91.5
new jersey,burlington county,92.4
new jersey,camden county,87.6
new jersey,cape may county,89.1
new jersey,cumberland county,76.6
new jersey,essex county,83.8
new jersey,gloucester county,91.4
new jersey,hudson county,82.5
new jersey,hunterdon county,94.3
new jersey,mercer county,87.3
new jersey,middlesex county,88.8
new jersey,monmouth county,92.6
new jersey,morris county,93.6
new jersey,ocean county,90.2
new jersey,passaic county,82.5
new jersey,salem county,85.8
new jersey,somerset county,93.5
new jersey,sussex county,93.5
new jersey,union county,85.4
new jersey,warren county,90.1
new mexico,new mexico,84
new mexico,bernalillo county,87.8
new mexico,catron county,90.9
new mexico,chaves county,78.1
new mexico,cibola county,80.5
new mexico,colfax county,86.9
new mexico,curry county,82.1
new mexico,de baca county,82.1
new mexico,do�a ana county,78
new mexico,eddy county,82
new mexico,grant county,85.2
new mexico,guadalupe county,75.2
new mexico,harding county,89.2
new mexico,hidalgo county,76.8
new mexico,lea county,71.4
new mexico,lincoln county,86.6
new mexico,los alamos county,97.2
new mexico,luna county,69.5
new mexico,mckinley county,72.8
new mexico,mora county,80.2
new mexico,otero county,84.5
new mexico,quay county,81.4
new mexico,rio arriba county,79.2
new mexico,roosevelt county,80.6
new mexico,sandoval county,90.9
new mexico,san juan county,82.4
new mexico,san miguel county,82.3
new mexico,santa fe county,87.6
new mexico,sierra county,84.7
new mexico,socorro county,77.8
new mexico,taos county,86.6
new mexico,torrance county,82.8
new mexico,union county,80.3
new mexico,valencia county,80.6
new york,new york,85.4
new york,albany county,92.5
new york,allegany county,88.1
new york,bronx county,70.2
new york,broome county,89.5
new york,cattaraugus county,88.2
new york,cayuga county,87.1
new york,chautauqua county,88
new york,chemung county,89.4
new york,chenango county,86.4
new york,clinton county,85.3
new york,columbia county,87.9
new york,cortland county,90.1
new york,delaware county,87.5
new york,dutchess county,89.6
new york,erie county,90.2
new york,essex county,88
new york,franklin county,84.8
new york,fulton county,85.8
new york,genesee county,90.8
new york,greene county,86.9
new york,hamilton county,89.9
new york,herkimer county,88.9
new york,jefferson county,88.8
new york,kings county,78.9
new york,lewis county,88.1
new york,livingston county,88.9
new york,madison county,90.4
new york,monroe county,89.9
new york,montgomery county,82.9
new york,nassau county,90.3
new york,new york county,86.3
new york,niagara county,90.3
new york,oneida county,87.5
new york,onondaga county,90.1
new york,ontario county,91.5
new york,orange county,88.1
new york,orleans county,85.8
new york,oswego county,86.2
new york,otsego county,89.4
new york,putnam county,92.2
new york,queens county,80.4
new york,rensselaer county,90.7
new york,richmond county,88.2
new york,rockland county,87.3
new york,st  lawrence county,87.1
new york,saratoga county,93.8
new york,schenectady county,90.3
new york,schoharie county,88.1
new york,schuyler county,88.7
new york,seneca county,85.4
new york,steuben county,88.8
new york,suffolk county,89.8
new york,sullivan county,84.8
new york,tioga county,90.3
new york,tompkins county,93.6
new york,ulster county,89.1
new york,warren county,90.7
new york,washington county,87.9
new york,wayne county,89.3
new york,westchester county,87.6
new york,wyoming county,86.8
new york,yates county,86.3
north carolina,north carolina,85.4
north carolina,alamance county,82.6
north carolina,alexander county,80.7
north carolina,alleghany county,79.6
north carolina,anson county,78.3
north carolina,ashe county,80.7
north carolina,avery county,80.9
north carolina,beaufort county,81.4
north carolina,bertie county,74.9
north carolina,bladen county,77.4
north carolina,brunswick county,86.4
north carolina,buncombe county,90
north carolina,burke county,77.5
north carolina,cabarrus county,87.4
north carolina,caldwell county,75.9
north carolina,camden county,86.6
north carolina,carteret county,88.6
north carolina,caswell county,75.8
north carolina,catawba county,82.7
north carolina,chatham county,86.2
north carolina,cherokee county,82.4
north carolina,chowan county,82.9
north carolina,clay county,87.9
north carolina,cleveland county,82.3
north carolina,columbus county,79.6
north carolina,craven county,86.9
north carolina,cumberland county,89.4
north carolina,currituck county,84.7
north carolina,dare county,91.4
north carolina,davidson county,81.1
north carolina,davie county,85.4
north carolina,duplin county,71.4
north carolina,durham county,87.4
north carolina,edgecombe county,77.6
north carolina,forsyth county,86.8
north carolina,franklin county,81.7
north carolina,gaston county,81.8
north carolina,gates county,82.6
north carolina,graham county,79.8
north carolina,granville county,82
north carolina,greene county,76.2
north carolina,guilford county,88.2
north carolina,halifax county,76.5
north carolina,harnett county,84.7
north carolina,haywood county,86.5
north carolina,henderson county,88.4
north carolina,hertford county,76.6
north carolina,hoke county,84.3
north carolina,hyde county,79.5
north carolina,iredell county,86.9
north carolina,jackson county,86.4
north carolina,johnston county,83.9
north carolina,jones county,83.8
north carolina,lee county,81.5
north carolina,lenoir county,80.8
north carolina,lincoln county,82.9
north carolina,mcdowell county,81.2
north carolina,macon county,85.7
north carolina,madison county,80.3
north carolina,martin county,81.3
north carolina,mecklenburg county,89
north carolina,mitchell county,81.2
north carolina,montgomery county,74.5
north carolina,moore county,90
north carolina,nash county,84
north carolina,new hanover county,91.2
north carolina,northampton county,74.5
north carolina,onslow county,90.3
north carolina,orange county,91.9
north carolina,pamlico county,86.7
north carolina,pasquotank county,84
north carolina,pender county,85.9
north carolina,perquimans county,83.9
north carolina,person county,82.9
north carolina,pitt county,86.9
north carolina,polk county,88.4
north carolina,randolph county,79.1
north carolina,richmond county,80.6
north carolina,robeson county,72.9
north carolina,rockingham county,79.2
north carolina,rowan county,81.9
north carolina,rutherford county,81.4
north carolina,sampson county,74.2
north carolina,scotland county,77.8
north carolina,stanly county,81.6
north carolina,stokes county,80.5
north carolina,surry county,76
north carolina,swain county,81.7
north carolina,transylvania county,88.8
north carolina,tyrrell county,70.6
north carolina,union county,88.7
north carolina,vance county,77.5
north carolina,wake county,91.9
north carolina,warren county,77.3
north carolina,washington county,77.8
north carolina,watauga county,88.3
north carolina,wayne county,82.2
north carolina,wilkes county,74.3
north carolina,wilson county,79.1
north carolina,yadkin county,78.3
north carolina,yancey county,83.3
north dakota,north dakota,91.3
north dakota,adams county,95.1
north dakota,barnes county,89.7
north dakota,benson county,82.8
north dakota,billings county,90.7
north dakota,bottineau county,88.7
north dakota,bowman county,88.7
north dakota,burke county,87.6
north dakota,burleigh county,93.7
north dakota,cass county,94.8
north dakota,cavalier county,88.8
north dakota,dickey county,87.1
north dakota,divide county,90.2
north dakota,dunn county,91.3
north dakota,eddy county,86.6
north dakota,emmons county,83.2
north dakota,foster county,88.1
north dakota,golden valley county,91.3
north dakota,grand forks county,92.6
north dakota,grant county,87.6
north dakota,griggs county,87
north dakota,hettinger county,87.4
north dakota,kidder county,86.1
north dakota,lamoure county,87.6
north dakota,logan county,80.6
north dakota,mchenry county,88.2
north dakota,mcintosh county,76.4
north dakota,mckenzie county,90.2
north dakota,mclean county,90.1
north dakota,mercer county,89.7
north dakota,morton county,90.9
north dakota,mountrail county,90.4
north dakota,nelson county,90.3
north dakota,oliver county,84.5
north dakota,pembina county,88.7
north dakota,pierce county,83.3
north dakota,ramsey county,89.4
north dakota,ransom county,89.7
north dakota,renville county,92.4
north dakota,richland county,91.9
north dakota,rolette county,81.5
north dakota,sargent county,90.2
north dakota,sheridan county,86.8
north dakota,sioux county,85.1
north dakota,slope county,86.6
north dakota,stark county,89.9
north dakota,steele county,92.4
north dakota,stutsman county,87.3
north dakota,towner county,92.2
north dakota,traill county,90.4
north dakota,walsh county,85.7
north dakota,ward county,93.3
north dakota,wells county,84.1
north dakota,williams county,90.4
ohio,ohio,88.8
ohio,adams county,77
ohio,allen county,88.3
ohio,ashland county,87.2
ohio,ashtabula county,85.6
ohio,athens county,89.4
ohio,auglaize county,91.9
ohio,belmont county,89.3
ohio,brown county,82.7
ohio,butler county,89.6
ohio,carroll county,86.6
ohio,champaign county,88.1
ohio,clark county,86.4
ohio,clermont county,88.7
ohio,clinton county,87.5
ohio,columbiana county,87.2
ohio,coshocton county,84.1
ohio,crawford county,87.4
ohio,cuyahoga county,87.8
ohio,darke county,87.3
ohio,defiance county,89.1
ohio,delaware county,96.3
ohio,erie county,89.9
ohio,fairfield county,91.6
ohio,fayette county,84
ohio,franklin county,89.8
ohio,fulton county,89.1
ohio,gallia county,79.3
ohio,geauga county,91
ohio,greene county,92.4
ohio,guernsey county,85.2
ohio,hamilton county,89.2
ohio,hancock county,91.8
ohio,hardin county,87
ohio,harrison county,86.8
ohio,henry county,90.3
ohio,highland county,82.2
ohio,hocking county,86.9
ohio,holmes county,55.8
ohio,huron county,88
ohio,jackson county,82.7
ohio,jefferson county,89.5
ohio,knox county,87.4
ohio,lake county,91.3
ohio,lawrence county,85.3
